timestamp,unnamed: 0,open,high,low,close,volume,date,time,close_fut,oi,atm_strike,call_iv,put_iv,call_oi,put_oi,ema_5,ema_15,T,call_delta,put_delta,average_iv,pcr_oi,futures_basis,returns,delta_neutral_ratio
2015-01-01 09:20:00,2015-01-01 09:20:00,103.46281697558098,105.07969071325743,103.3367433040529,103.22444902913576,8918,2015-01-01,09:20:00,103.11538075268474,7132608,100.0,12.658275787541298,15.681422607175918,294109,462732,103.17714284298427,103.1623596598119,0.019178082191780823,0.970637933669252,-0.06305501667678048,14.169849197358609,1.5733350560506478,-0.001056612822609756,0.0006878999382307072,15.393508476014436
2015-01-01 09:25:00,2015-01-01 09:25:00,104.33265745979358,105.9526840336322,102.70530995162405,104.48332551772296,4935,2015-01-01,09:25:00,104.77868185527842,7274194,100.0,14.807983111844226,17.013284243657132,371808,415940,103.61253706789718,103.32748039205077,0.019178082191780823,0.9864373603624652,-0.02704353675599791,15.91063367775068,1.118695670883897,0.002826827497037899,0.012195526354729092,36.47590066575468
2015-01-01 09:30:00,2015-01-01 09:30:00,104.92848512047898,105.38290189316687,103.63101548463116,104.58013080128488,5712,2015-01-01,09:30:00,104.27226096278444,6941838,100.0,20.10498629808919,16.866986803991836,334195,188158,103.93506831235976,103.48406169320504,0.019178082191780823,0.9522582186074693,-0.02372346949259707,18.48598655104051,0.5630185969269439,-0.0029438654947317655,0.0009265141885774764,40.13992215196948
2015-01-01 09:35:00,2015-01-01 09:35:00,104.98670387675412,105.40504385667708,103.1209433671436,105.12066266314172,4465,2015-01-01,09:35:00,105.40341114942557,7184152,100.0,12.295615467403625,14.509855190729432,417886,261531,104.33026642928708,103.68863681444712,0.019178082191780823,0.9987131297970635,-0.0052737820194113105,13.402735329066529,0.6258429332401659,0.0026897517492818273,0.005168590416892105,189.37322895051045
2015-01-01 09:40:00,2015-01-01 09:40:00,103.40380729762556,103.53703045591112,103.01611641125484,104.0476116047432,1223,2015-01-01,09:40:00,104.787364999115,6431138,100.0,14.416204308596498,14.76853462082629,413664,362466,104.23604815443912,103.73350866323413,0.019178082191780823,0.9802956288090507,-0.02215043137421069,14.592369464711394,0.8762328846600139,0.007109758532295615,-0.010207803406235172,44.2562771012392
2015-01-01 09:45:00,2015-01-01 09:45:00,103.44119021735422,103.54446279963778,101.96263847611228,102.7852508490418,1997,2015-01-01,09:45:00,102.65512214472407,7326157,100.0,14.322430498427773,16.488520296119862,228252,196497,103.75244905264003,103.6149764364601,0.019178082191780823,0.9275546298264249,-0.10220133198305947,15.405475397273818,0.8608774512381052,-0.0012660250691886104,-0.012132529870045095,9.07575871888023
2015-01-01 09:50:00,2015-01-01 09:50:00,103.69171143663308,104.19466663996654,103.44999295266076,104.4745687997343,6260,2015-01-01,09:50:00,104.71418187931826,5064640,100.0,15.790823366865927,19.17917759046729,319079,203238,103.9931556350048,103.72242548186938,0.019178082191780823,0.9807579575042765,-0.04379077650344365,17.48500047866661,0.6369519774099831,0.0022935062794398483,0.01643541205317045,22.396450481464996
2015-01-01 09:55:00,2015-01-01 09:55:00,102.87150864351716,103.13257983236576,100.88615988551123,103.11588040594133,9113,2015-01-01,09:55:00,103.6487056483611,8460071,100.0,18.410587751710583,17.758012875021358,110323,209276,103.7007305586503,103.64660734737838,0.019178082191780823,0.8970819966751957,-0.09498492641090972,18.084300313365972,1.8969389882436118,0.005167247181735505,-0.013004967710346982,9.444466933567675
2015-01-01 10:00:00,2015-01-01 10:00:00,103.24050446001591,105.66560131382064,102.8103971093864,103.13260109619009,7949,2015-01-01,10:00:00,103.715783554305,5911496,100.0,14.631798888330954,17.478236768565278,279382,484868,103.51135407116357,103.58235656597985,0.019178082191780823,0.9445223850418145,-0.09045530729570739,16.055017828448115,1.7355019292581484,0.005654685830826612,0.0001621543663588021,10.441868070317609
2015-01-01 10:05:00,2015-01-01 10:05:00,102.83121100099903,103.58210338535686,102.56172253719294,103.63982759298598,6296,2015-01-01,10:05:00,102.88373807561794,5167930,100.0,14.009275607632452,18.863439886815385,160698,238075,103.55417857843771,103.58954044435562,0.019178082191780823,0.9723648549290913,-0.07644995714599745,16.43635774722392,1.4815056814646106,-0.007295356765136196,0.004918197460401563,12.71897187688613
2015-01-01 10:10:00,2015-01-01 10:10:00,103.53471047666336,105.70816581340908,102.64895343563316,102.77142062955004,5014,2015-01-01,10:10:00,102.60931817414183,7029350,100.0,14.267397222708738,15.168384920491253,113988,438411,103.29325926214183,103.48727546750492,0.019178082191780823,0.9273802660268687,-0.08514899036118084,14.717891071599995,3.8461153805663755,-0.0015773106415694822,-0.008379085372916206,10.891265558090028
2015-01-01 10:15:00,2015-01-01 10:15:00,103.78108021507312,104.61984947243806,103.23267432382778,103.82456835943808,3170,2015-01-01,10:15:00,103.51229182445826,9129439,100.0,14.15479813843982,17.18588423285844,452429,461363,103.47036229457392,103.52943707899657,0.019178082191780823,0.9765993508189466,-0.05036966181229341,15.67034118564913,1.0197467447931057,-0.0030077325618992432,0.010247476617883944,19.388642204077573
2015-01-01 10:20:00,2015-01-01 10:20:00,103.0927292356225,103.704561998084,101.34149129803473,103.55054866111244,3207,2015-01-01,10:20:00,102.9890381801707,5187520,100.0,17.330135278762373,14.086000119637315,449184,129450,103.4970910834201,103.53207602676105,0.019178082191780823,0.9354551294673603,-0.031285216448813324,15.708067699199844,0.28818924983970934,-0.005422573691805261,-0.0026392568026575303,29.900868066483937
2015-01-01 10:25:00,2015-01-01 10:25:00,103.99739162301417,104.27656749752646,103.59382475360908,104.43870784548989,5299,2015-01-01,10:25:00,103.6413001304204,7793729,100.0,18.10349201969981,16.986806051492014,440551,169438,103.81096333744337,103.64540500410214,0.019178082191780823,0.963639071886224,-0.028005664994584123,17.545149035595912,0.3846047336176742,-0.0076351740797980195,0.008577059183762614,34.40871952415975
2015-01-01 10:30:00,2015-01-01 10:30:00,103.77921978922596,104.12622946973396,103.7038779454304,104.07438343341866,5798,2015-01-01,10:30:00,103.58608292454538,7441338,100.0,13.839501017729631,18.63939222272919,448618,494694,103.89877003610181,103.69902730776671,0.019178082191780823,0.984549257100269,-0.053881540780181925,16.23944662022941,1.1027065342897522,-0.004691841476876673,-0.003488404056187888,18.272477788207464
2015-01-01 10:35:00,2015-01-01 10:35:00,103.45826010669624,103.48034415246036,103.0502037198437,104.13120057690296,2430,2015-01-01,10:35:00,103.54412270289404,9598152,100.0,14.545185988573149,15.380025749317555,317248,149387,103.97624688303553,103.75304896640874,0.019178082191780823,0.9813137962551309,-0.024430515909918626,14.962605868945353,0.47088397720395403,-0.005637867140265453,0.0005459282256583542,40.16754291532272
2015-01-01 10:40:00,2015-01-01 10:40:00,102.9797755833474,104.48546925428175,102.7791710395378,102.92853120535428,6724,2015-01-01,10:40:00,102.82971141311008,7619573,100.0,16.614413438062126,16.02674557717643,131641,442682,103.62700832380844,103.64998424627693,0.019178082191780823,0.9066172323074861,-0.08568911151571479,16.32057950761928,3.3627973047910604,-0.0009600816322448333,-0.011549558296511608,10.5803084694281
2015-01-01 10:45:00,2015-01-01 10:45:00,103.30977364563785,104.08515307598842,103.24577081254964,103.92167397580796,9437,2015-01-01,10:45:00,103.0569069052306,5229450,100.0,12.329132693310356,11.177040384477596,490916,464482,103.7252302078083,103.6839454624683,0.019178082191780823,0.9902158230262704,-0.0050340706551181835,11.753086538893976,0.946153720799485,-0.008321335073746675,0.009648857890260265,196.7028059130456
2015-01-01 10:50:00,2015-01-01 10:50:00,103.35129636687284,104.46815728690063,103.22497000381831,102.98903312630236,2452,2015-01-01,10:50:00,103.41233657901807,9046596,100.0,14.352054698063,16.847719748207233,484543,462499,103.47983118063965,103.59708142044757,0.019178082191780823,0.9399676914556786,-0.09218274622029843,15.599887223135116,0.9545055856755748,0.004110179888732318,-0.008974459454172301,10.196785515690136
2015-01-01 10:55:00,2015-01-01 10:55:00,105.16464542204876,106.0790081710425,105.04712943730873,105.01837400620754,2062,2015-01-01,10:55:00,104.99641113124753,5048231,100.0,13.729030304991172,15.90131844538904,370590,393976,103.99267878916228,103.77474299366756,0.019178082191780823,0.9959810192362165,-0.010976169998239804,14.815174375190105,1.0631047788661323,-0.000209133641306542,0.019704436659935043,90.74030553425624
2015-01-01 11:00:00,2015-01-01 11:00:00,107.26215554846144,107.36996435058924,106.35903715855952,108.19164566137486,9343,2015-01-01,11:00:00,108.02132637335929,6260721,100.0,13.385175616718485,17.844622574189458,219147,482487,105.39233441323314,104.32685582713097,0.019178082191780823,0.9999923400717973,-0.0005793691370243881,15.614899095453971,2.2016591602896685,-0.001574236966028348,0.03021634723633948,1726.0020877323732
2015-01-01 11:05:00,2015-01-01 11:05:00,107.74803519856364,108.59692273652132,107.49371636836965,106.89634318743556,5702,2015-01-01,11:05:00,106.49963080708638,9457832,100.0,19.62429021559437,16.99107052299451,335557,421180,105.89367067130063,104.64804174716905,0.019178082191780823,0.9940209390023144,-0.0018719924519069453,18.307680369294438,1.2551667823946453,-0.003711187572184554,-0.011972296622545398,530.9962323778249
2015-01-01 11:10:00,2015-01-01 11:10:00,108.07778032144628,109.219559139904,107.68142744237736,107.77872399977431,9186,2015-01-01,11:10:00,108.0322082272932,6092423,100.0,16.404582884871864,15.144203794474436,268427,101012,106.52202178079186,105.03937702874471,0.019178082191780823,0.9996153877403583,-0.00013539076324753374,15.77439333967315,0.3763108778178052,0.002351894864884585,0.00825454628313671,7383.1874772193305
2015-01-01 11:15:00,2015-01-01 11:15:00,108.82045940281358,110.97160983962478,108.49038203967572,109.29260080301148,1023,2015-01-01,11:15:00,108.26301441475316,5491194,100.0,13.744396970518377,14.766523072195064,151065,181997,107.44554812153174,105.57103000052805,0.019178082191780823,0.9999989493946533,-5.0163381583034905e-06,14.25546002135672,1.2047595405951081,-0.009420458299039342,0.01404615630112982,199348.39275924128
2015-01-01 11:20:00,2015-01-01 11:20:00,108.41898082909688,109.26850907304063,107.84315087827603,109.03697413277222,1260,2015-01-01,11:20:00,109.74502186947748,5749921,100.0,14.8943743415775,15.929776106957153,389167,369657,107.9760234586119,106.00427301705858,0.019178082191780823,0.9999900141506645,-3.3125233441677615e-05,15.412075224267326,0.9498672806275968,0.006493648070636039,-0.002338920186372051,30188.16504074787
2015-01-01 11:25:00,2015-01-01 11:25:00,107.86567868906788,108.76224518552452,107.75519291680804,108.40747689257852,9769,2015-01-01,11:25:00,108.03104871940596,8535401,100.0,14.208459620012746,17.267592761792482,167122,162976,108.11984126993411,106.30467350149857,0.019178082191780823,0.9999851581985266,-0.0002909206332704084,15.738026190902614,0.9751917760677828,-0.0034723451182759333,-0.005773245682947681,3437.312599512488
2015-01-01 11:30:00,2015-01-01 11:30:00,107.9658700094088,109.0507279222128,107.09151006301452,107.5790000839056,8767,2015-01-01,11:30:00,107.49930993619265,5107882,100.0,9.31389765168536,13.75578664382892,275215,453192,107.93956087459128,106.46396432429945,0.019178082191780823,0.9999999959657471,-4.615818238906666e-05,11.53484214775714,1.6466835019893538,-0.0007407593271065775,-0.0076422478635294055,21664.631148964258
2015-01-01 11:35:00,2015-01-01 11:35:00,107.2827222804159,107.70348271730283,105.60276500174804,107.7402587987514,3578,2015-01-01,11:35:00,107.60104505357266,9990769,100.0,14.236419562948988,15.86249729530556,134183,387583,107.87312684931132,106.62350113360594,0.019178082191780823,0.9999420340601428,-0.0002685134192985661,15.049458429127274,2.888465751995409,-0.0012921237310073144,0.0014989794915367671,3723.9927772409947
2015-01-01 11:40:00,2015-01-01 11:40:00,107.61023974500527,108.02697920488409,105.36322728049876,107.60626452704788,4034,2015-01-01,11:40:00,107.49612080924736,6827300,100.0,12.696090024319547,16.87243061434294,335328,106919,107.78417274189017,106.74634655778618,0.019178082191780823,0.9999892722738284,-0.0006812690252583353,14.784260319331242,0.3188490075388873,-0.0010235809066008407,-0.0012436787622146506,1467.8331689814245
2015-01-01 11:45:00,2015-01-01 11:45:00,107.0723615151232,107.60686799912304,105.57622043873344,106.90806686233525,1776,2015-01-01,11:45:00,107.68416819961428,5869108,100.0,14.939109732333735,16.726989840866416,449598,210541,107.4921374487052,106.76656159585481,0.019178082191780823,0.9995155664635392,-0.0015935188027026426,15.833049786600075,0.46828722547698165,0.007259520820616936,-0.006488448119460033,627.2380123587742
2015-01-01 11:50:00,2015-01-01 11:50:00,107.90672180060744,109.04375750146824,105.70467043516364,108.89218800262591,8315,2015-01-01,11:50:00,108.19769414565084,5826926,100.0,15.40075166801407,15.615705945727877,425364,239324,107.95882096667879,107.03226489670121,0.019178082191780823,0.9999758138333612,-3.0654171718325074e-05,15.508228806870974,0.5626334151456165,-0.006377811574126183,0.01855913401601028,32621.198283285383
2015-01-01 11:55:00,2015-01-01 11:55:00,109.1115650068992,110.24414778914884,107.53715862681464,109.00831229694964,6449,2015-01-01,11:55:00,108.59478844611812,7898421,100.0,11.108225262984847,14.846431005196957,341394,444892,108.30865141010241,107.27927082173225,0.019178082191780823,0.9999999938581621,-9.94477052007614e-06,12.977328134090902,1.3031629144038852,-0.003793507505235411,0.0010664152906993962,100555.36141727942
